Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Uttarakhand,2004,Theft - Property,4. Theft,480.0,1500,8351243.0,31592072
West Bengal,2004,Theft - Property,4. Theft,3543.0,14465,80910974.0,391864282
Andaman & Nicobar Islands,2005,Theft - Property,4. Theft,51.0,92,3452224.0,5431836
Andhra Pradesh,2005,Theft - Property,4. Theft,13716.0,23395,229884092.0,451664136
Arunachal Pradesh,2005,Theft - Property,4. Theft,147.0,531,6533651.0,35140607
Assam,2005,Theft - Property,4. Theft,1869.0,6369,30054617.0,116337451
Bihar,2005,Theft - Property,4. Theft,1880.0,10812,18558711.0,111326355
Chandigarh,2005,Theft - Property,4. Theft,585.0,1373,16469300.0,51774386
Chhattisgarh,2005,Theft - Property,4. Theft,2117.0,5600,124114879.0,197744832
Dadra & Nagar Haveli,2005,Theft - Property,4. Theft,37.0,74,2459055.0,6300155
Daman & Diu,2005,Theft - Property,4. Theft,11.0,50,308700.0,3931333
Delhi,2005,Theft - Property,4. Theft,6772.0,17955,67737445.0,1000141986
Goa,2005,Theft - Property,4. Theft,175.0,490,8290411.0,29695016
Gujarat,2005,Theft - Property,4. Theft,5153.0,17834,149243011.0,488494904
Haryana,2005,Theft - Property,4. Theft,3591.0,8650,171302996.0,300518761
Himachal Pradesh,2005,Theft - Property,4. Theft,289.0,689,20925983.0,42396464
Jammu & Kashmir,2005,Theft - Property,4. Theft,703.0,1901,33870216.0,60480028
Jharkhand,2005,Theft - Property,4. Theft,1191.0,5610,21659643.0,91696971
Karnataka,2005,Theft - Property,4. Theft,5299.0,17008,246432247.0,464640676
Kerala,2005,Theft - Property,4. Theft,2062.0,5225,61417001.0,266880665
Lakshadweep,2005,Theft - Property,4. Theft,1.0,7,1000.0,241248
Madhya Pradesh,2005,Theft - Property,4. Theft,7641.0,20660,167441231.0,380812973
Maharashtra,2005,Theft - Property,4. Theft,15565.0,46598,547904813.0,2093911186
Manipur,2005,Theft - Property,4. Theft,28.0,243,510140.0,12662242
Meghalaya,2005,Theft - Property,4. Theft,108.0,431,3529946.0,18839860
Mizoram,2005,Theft - Property,4. Theft,638.0,777,2121386.0,2956013
Nagaland,2005,Theft - Property,4. Theft,72.0,278,2023640.0,6569716
Odisha,2005,Theft - Property,4. Theft,3427.0,6743,89339721.0,187605339
Puducherry,2005,Theft - Property,4. Theft,328.0,466,5289218.0,8420633
Punjab,2005,Theft - Property,4. Theft,1691.0,2924,75526389.0,191876005
Rajasthan,2005,Theft - Property,4. Theft,4548.0,13361,309399626.0,541407716
Sikkim,2005,Theft - Property,4. Theft,27.0,77,1116870.0,2587940
Tamil Nadu,2005,Theft - Property,4. Theft,14116.0,15851,207205736.0,238850090
Tripura,2005,Theft - Property,4. Theft,57.0,325,2920747.0,6991098
Uttar Pradesh,2005,Theft - Property,4. Theft,5425.0,17557,205265891.0,500125253
Uttarakhand,2005,Theft - Property,4. Theft,537.0,1515,12182738.0,45201377
West Bengal,2005,Theft - Property,4. Theft,3192.0,12124,54647902.0,253606057
Andaman & Nicobar Islands,2006,Theft - Property,4. Theft,51.0,101,1306602.0,2262203
Andhra Pradesh,2006,Theft - Property,4. Theft,12757.0,23211,241310512.0,514737824
Arunachal Pradesh,2006,Theft - Property,4. Theft,172.0,451,5287871.0,18046894
Assam,2006,Theft - Property,4. Theft,2116.0,7820,146555353.0,363131214
Bihar,2006,Theft - Property,4. Theft,1882.0,11752,16410074.0,94703960
Chandigarh,2006,Theft - Property,4. Theft,597.0,1234,13750425.0,36268500
Chhattisgarh,2006,Theft - Property,4. Theft,1943.0,5262,45965099.0,189217539
Dadra & Nagar Haveli,2006,Theft - Property,4. Theft,35.0,61,5253240.0,8533700
Daman & Diu,2006,Theft - Property,4. Theft,15.0,63,933350.0,6974825
Delhi,2006,Theft - Property,4. Theft,6106.0,17498,74719855.0,1128669742
Goa,2006,Theft - Property,4. Theft,173.0,486,10426923.0,36772354
Gujarat,2006,Theft - Property,4. Theft,5556.0,18331,195358310.0,1233220340
Haryana,2006,Theft - Property,4. Theft,4378.0,10513,224200922.0,441919663
Himachal Pradesh,2006,Theft - Property,4. Theft,295.0,807,27058836.0,59987972
Jammu & Kashmir,2006,Theft - Property,4. Theft,816.0,1937,39188485.0,71426784
Jharkhand,2006,Theft - Property,4. Theft,1123.0,6173,13661775.0,71462338
Karnataka,2006,Theft - Property,4. Theft,4970.0,14901,189460917.0,480347009
Kerala,2006,Theft - Property,4. Theft,1833.0,5043,57135205.0,298306907
Lakshadweep,2006,Theft - Property,4. Theft,11.0,17,101200.0,348100
Madhya Pradesh,2006,Theft - Property,4. Theft,7931.0,21733,194359963.0,439259099
Maharashtra,2006,Theft - Property,4. Theft,15590.0,46250,562101861.0,2112418477
Manipur,2006,Theft - Property,4. Theft,17.0,290,453500.0,9416334
Meghalaya,2006,Theft - Property,4. Theft,109.0,470,2448500.0,26091623
Mizoram,2006,Theft - Property,4. Theft,596.0,740,5538026.0,28001877
Nagaland,2006,Theft - Property,4. Theft,136.0,324,6781299.0,78948706
Odisha,2006,Theft - Property,4. Theft,3619.0,6559,77632471.0,222755594
Puducherry,2006,Theft - Property,4. Theft,293.0,560,8367415.0,12995915
Punjab,2006,Theft - Property,4. Theft,1965.0,3945,90017684.0,239469827
Rajasthan,2006,Theft - Property,4. Theft,4697.0,16460,335708944.0,588618315
Sikkim,2006,Theft - Property,4. Theft,46.0,113,2654700.0,4375644
Tamil Nadu,2006,Theft - Property,4. Theft,12704.0,13651,225958114.0,249486970
Tripura,2006,Theft - Property,4. Theft,24.0,392,2184188.0,11037167
Uttar Pradesh,2006,Theft - Property,4. Theft,5670.0,17665,292485787.0,565738249
Uttarakhand,2006,Theft - Property,4. Theft,543.0,1369,13914105.0,47167576
West Bengal,2006,Theft - Property,4. Theft,2254.0,12532,61095553.0,287899747
Andaman & Nicobar Islands,2007,Theft - Property,4. Theft,34.0,112,1439610.0,4808582
Andhra Pradesh,2007,Theft - Property,4. Theft,13265.0,23856,301731761.0,514325019
Arunachal Pradesh,2007,Theft - Property,4. Theft,228.0,513,9720166.0,28418744
Assam,2007,Theft - Property,4. Theft,2330.0,7754,37307228.0,102848324
Bihar,2007,Theft - Property,4. Theft,1700.0,11795,20584711.0,120896395
Chandigarh,2007,Theft - Property,4. Theft,612.0,1740,24353940.0,84828820
Chhattisgarh,2007,Theft - Property,4. Theft,1995.0,5381,97424680.0,201276448
Dadra & Nagar Haveli,2007,Theft - Property,4. Theft,38.0,87,7178680.0,11632786
Daman & Diu,2007,Theft - Property,4. Theft,8.0,43,604550.0,5833910
Delhi,2007,Theft - Property,4. Theft,5690.0,17037,64632107.0,951380888
Goa,2007,Theft - Property,4. Theft,160.0,484,7395072.0,38412511
Gujarat,2007,Theft - Property,4. Theft,5657.0,18047,176182189.0,633456546
Haryana,2007,Theft - Property,4. Theft,4489.0,11047,234719856.0,446296828
Himachal Pradesh,2007,Theft - Property,4. Theft,363.0,1077,32715520.0,80227548
Jammu & Kashmir,2007,Theft - Property,4. Theft,761.0,1756,34918058.0,63231699
Jharkhand,2007,Theft - Property,4. Theft,1125.0,7067,15471982.0,109486572
Karnataka,2007,Theft - Property,4. Theft,6278.0,14270,145811318.0,631663026
Kerala,2007,Theft - Property,4. Theft,2210.0,5317,83174955.0,336982688
Lakshadweep,2007,Theft - Property,4. Theft,3.0,20,66597.0,220223
Madhya Pradesh,2007,Theft - Property,4. Theft,7829.0,22396,218600442.0,504335083
Maharashtra,2007,Theft - Property,4. Theft,16072.0,47498,680817061.0,3077038673
Manipur,2007,Theft - Property,4. Theft,23.0,454,1113910.0,14425950
Meghalaya,2007,Theft - Property,4. Theft,168.0,500,5821491.0,18660858
Mizoram,2007,Theft - Property,4. Theft,598.0,732,19341965.0,36329079
Nagaland,2007,Theft - Property,4. Theft,86.0,358,10949690.0,29137746
Odisha,2007,Theft - Property,4. Theft,3305.0,6830,76603809.0,229446710
Puducherry,2007,Theft - Property,4. Theft,375.0,787,10598391.0,17727911
Punjab,2007,Theft - Property,4. Theft,2692.0,5171,135640879.0,358467769
Rajasthan,2007,Theft - Property,4. Theft,4962.0,18008,414485441.0,704131169
Sikkim,2007,Theft - Property,4. Theft,56.0,118,2781590.0,5712090
Tamil Nadu,2007,Theft - Property,4. Theft,12058.0,13217,301826905.0,334437435
Tripura,2007,Theft - Property,4. Theft,66.0,411,2312600.0,31447858
Uttar Pradesh,2007,Theft - Property,4. Theft,5704.0,19325,525229112.0,856433116
Uttarakhand,2007,Theft - Property,4. Theft,541.0,1500,22416183.0,64253489
West Bengal,2007,Theft - Property,4. Theft,2558.0,13747,58315409.0,484849575
Andaman & Nicobar Islands,2008,Theft - Property,4. Theft,63.0,128,2063545.0,5139030
Andhra Pradesh,2008,Theft - Property,4. Theft,13446.0,24324,397591848.0,721249352
Arunachal Pradesh,2008,Theft - Property,4. Theft,217.0,445,8810883.0,51707894
Assam,2008,Theft - Property,4. Theft,2458.0,8012,41888526.0,146063921
Bihar,2008,Theft - Property,4. Theft,2283.0,13206,29222449.0,273651851
Chandigarh,2008,Theft - Property,4. Theft,568.0,1991,27961646.0,86645921
Chhattisgarh,2008,Theft - Property,4. Theft,1979.0,6079,66780834.0,167950857
Dadra & Nagar Haveli,2008,Theft - Property,4. Theft,28.0,54,1349523.0,5567584
Daman & Diu,2008,Theft - Property,4. Theft,20.0,49,2487600.0,7041295
Delhi,2008,Theft - Property,4. Theft,3876.0,18867,62353044.0,1169650318
Goa,2008,Theft - Property,4. Theft,195.0,595,17312994.0,51331469
Gujarat,2008,Theft - Property,4. Theft,6145.0,20557,213420597.0,717642182
Haryana,2008,Theft - Property,4. Theft,4381.0,12709,233259510.0,477937454
Himachal Pradesh,2008,Theft - Property,4. Theft,468.0,1135,24133060.0,83332493
Jammu & Kashmir,2008,Theft - Property,4. Theft,694.0,2073,41599604.0,88290878
Jharkhand,2008,Theft - Property,4. Theft,1153.0,7269,20627716.0,132366997
Karnataka,2008,Theft - Property,4. Theft,5082.0,17728,341038583.0,754337080
Kerala,2008,Theft - Property,4. Theft,2348.0,5327,74419945.0,280186211
Lakshadweep,2008,Theft - Property,4. Theft,2.0,8,9000.0,74000
Madhya Pradesh,2008,Theft - Property,4. Theft,7995.0,24579,192107758.0,583021697
Maharashtra,2008,Theft - Property,4. Theft,17453.0,52664,740883362.0,3351235338
Manipur,2008,Theft - Property,4. Theft,22.0,446,1151250.0,38372099
Meghalaya,2008,Theft - Property,4. Theft,152.0,658,4309428.0,52154152
Mizoram,2008,Theft - Property,4. Theft,597.0,734,16373598.0,21862542
Nagaland,2008,Theft - Property,4. Theft,55.0,329,2632286.0,71238757
Odisha,2008,Theft - Property,4. Theft,3681.0,7132,75832586.0,224441584
Puducherry,2008,Theft - Property,4. Theft,300.0,688,8752684.0,18393372
Punjab,2008,Theft - Property,4. Theft,2956.0,5468,175809708.0,366697667
Rajasthan,2008,Theft - Property,4. Theft,5074.0,19014,425348611.0,701978100
Sikkim,2008,Theft - Property,4. Theft,59.0,127,3997660.0,6167240
Tamil Nadu,2008,Theft - Property,4. Theft,12950.0,15019,317483391.0,378069714
Tripura,2008,Theft - Property,4. Theft,210.0,499,2614810.0,19523259
Uttar Pradesh,2008,Theft - Property,4. Theft,6325.0,21370,642495682.0,988468154
Uttarakhand,2008,Theft - Property,4. Theft,529.0,1532,20803568.0,76043421
West Bengal,2008,Theft - Property,4. Theft,2716.0,17334,67780201.0,472055084
Andaman & Nicobar Islands,2009,Theft - Property,4. Theft,68.0,134,3623505.0,5124807
Andhra Pradesh,2009,Theft - Property,4. Theft,13133.0,23922,434869915.0,778827814
Arunachal Pradesh,2009,Theft - Property,4. Theft,176.0,381,5700050.0,31164607
Assam,2009,Theft - Property,4. Theft,2280.0,7644,95067594.0,346328773
Bihar,2009,Theft - Property,4. Theft,2235.0,15221,41223558.0,313111752
Chandigarh,2009,Theft - Property,4. Theft,495.0,1731,20914820.0,83782453
Chhattisgarh,2009,Theft - Property,4. Theft,1944.0,5792,90848076.0,209313629
Dadra & Nagar Haveli,2009,Theft - Property,4. Theft,22.0,63,1097808.0,7195540
Daman & Diu,2009,Theft - Property,4. Theft,10.0,41,210785.0,2257920
Delhi,2009,Theft - Property,4. Theft,4325.0,21731,120952757.0,1935299019
Goa,2009,Theft - Property,4. Theft,212.0,840,14103333.0,56510550
Gujarat,2009,Theft - Property,4. Theft,5664.0,19574,216620109.0,849896797
Haryana,2009,Theft - Property,4. Theft,4316.0,12912,203685733.0,482437909
Himachal Pradesh,2009,Theft - Property,4. Theft,354.0,820,29931601.0,80053807
Jammu & Kashmir,2009,Theft - Property,4. Theft,1078.0,2517,58148666.0,119533334
Jharkhand,2009,Theft - Property,4. Theft,1331.0,7716,28571580.0,153601534
Karnataka,2009,Theft - Property,4. Theft,5397.0,20576,426788217.0,830588124
Kerala,2009,Theft - Property,4. Theft,2507.0,5196,77566694.0,235023567
Lakshadweep,2009,Theft - Property,4. Theft,3.0,10,100000.0,277000
Madhya Pradesh,2009,Theft - Property,4. Theft,7473.0,23260,282210926.0,636398858
Maharashtra,2009,Theft - Property,4. Theft,16426.0,50708,715387912.0,3142694776
Manipur,2009,Theft - Property,4. Theft,16.0,394,1060700.0,21566576
Meghalaya,2009,Theft - Property,4. Theft,132.0,528,7593210.0,34881938
Mizoram,2009,Theft - Property,4. Theft,581.0,761,20116273.0,111682469
Nagaland,2009,Theft - Property,4. Theft,61.0,347,15458455.0,56028310
Odisha,2009,Theft - Property,4. Theft,2935.0,7115,128744945.0,316744878
Puducherry,2009,Theft - Property,4. Theft,418.0,711,11202455.0,16457917
Punjab,2009,Theft - Property,4. Theft,2669.0,5513,180844008.0,402385515
Rajasthan,2009,Theft - Property,4. Theft,2007.0,11817,525589147.0,978660944
Sikkim,2009,Theft - Property,4. Theft,31.0,62,1517500.0,2912500
Tamil Nadu,2009,Theft - Property,4. Theft,12899.0,15712,367486806.0,454248711
Tripura,2009,Theft - Property,4. Theft,117.0,415,3551330.0,28088921
Uttar Pradesh,2009,Theft - Property,4. Theft,5701.0,24983,252117209.0,736868327
Uttarakhand,2009,Theft - Property,4. Theft,590.0,1340,17919481.0,65840720
West Bengal,2009,Theft - Property,4. Theft,3168.0,17133,94165016.0,560520388
Andaman & Nicobar Islands,2010,Theft - Property,4. Theft,51.0,121,1012355.0,5115182
Andhra Pradesh,2010,Theft - Property,4. Theft,15080.0,26358,495913278.0,886949317
Arunachal Pradesh,2010,Theft - Property,4. Theft,162.0,445,14183400.0,39036632
Assam,2010,Theft - Property,4. Theft,1381.0,7860,76554211.0,285508811
Bihar,2010,Theft - Property,4. Theft,2242.0,15544,45833681.0,322648700
Chandigarh,2010,Theft - Property,4. Theft,468.0,1481,45899383.0,97718156
Chhattisgarh,2010,Theft - Property,4. Theft,1895.0,5805,76576521.0,215624738
Dadra & Nagar Haveli,2010,Theft - Property,4. Theft,20.0,63,1303700.0,6293660
Daman & Diu,2010,Theft - Property,4. Theft,19.0,47,3440585.0,6413312
Delhi,2010,Theft - Property,4. Theft,4509.0,23088,123172749.0,1598845599
Goa,2010,Theft - Property,4. Theft,313.0,1017,14117077.0,130811294
Gujarat,2010,Theft - Property,4. Theft,5105.0,16725,254323201.0,824549421
Haryana,2010,Theft - Property,4. Theft,4859.0,16266,235612864.0,587990593
Himachal Pradesh,2010,Theft - Property,4. Theft,377.0,837,42188916.0,97672155
Jammu & Kashmir,2010,Theft - Property,4. Theft,985.0,2490,78485237.0,143631373
Jharkhand,2010,Theft - Property,4. Theft,1379.0,7090,31022247.0,141140357
Karnataka,2010,Theft - Property,4. Theft,6480.0,20093,587641348.0,1469775629
Kerala,2010,Theft - Property,4. Theft,2110.0,4065,72925126.0,206828894
Lakshadweep,2010,Theft - Property,4. Theft,2.0,4,9000.0,18000
Madhya Pradesh,2010,Theft - Property,4. Theft,6682.0,21523,271839332.0,659776896
Maharashtra,2010,Theft - Property,4. Theft,16765.0,52363,958264429.0,3640776890
Manipur,2010,Theft - Property,4. Theft,30.0,417,1183700.0,30208364
Meghalaya,2010,Theft - Property,4. Theft,169.0,640,7235650.0,37310792
Mizoram,2010,Theft - Property,4. Theft,701.0,813,16293877.0,34672287
Nagaland,2010,Theft - Property,4. Theft,73.0,372,31153660.0,223472115
Odisha,2010,Theft - Property,4. Theft,3454.0,7572,220635148.0,663821864
Puducherry,2010,Theft - Property,4. Theft,266.0,534,11800800.0,18821640
Punjab,2010,Theft - Property,4. Theft,2801.0,5407,231391885.0,497975470
Rajasthan,2010,Theft - Property,4. Theft,4798.0,20981,588095593.0,988468024
Sikkim,2010,Theft - Property,4. Theft,22.0,53,1187000.0,2835372
Tamil Nadu,2010,Theft - Property,4. Theft,11584.0,14583,364514832.0,464409840
Tripura,2010,Theft - Property,4. Theft,86.0,410,2955025.0,11716542
Uttar Pradesh,2010,Theft - Property,4. Theft,5844.0,27487,258433654.0,768097095
Uttarakhand,2010,Theft - Property,4. Theft,721.0,1779,32129306.0,80909756
West Bengal,2010,Theft - Property,4. Theft,3515.0,19388,509046211.0,2654448736
Andaman & Nicobar Islands,2001,Total Property,7. Total Property Stolen & Recovered,54.0,143,1192179.0,3184477
Andhra Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,13418.0,25070,186103403.0,476038316
Arunachal Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,300.0,858,9652850.0,58483056
Assam,2001,Total Property,7. Total Property Stolen & Recovered,2149.0,9778,24989343.0,121602215
Bihar,2001,Total Property,7. Total Property Stolen & Recovered,3357.0,18503,47713186.0,422706220
Chandigarh,2001,Total Property,7. Total Property Stolen & Recovered,714.0,1948,21114612.0,49527109
Chhattisgarh,2001,Total Property,7. Total Property Stolen & Recovered,3298.0,9894,37331973.0,112242456
Dadra & Nagar Haveli,2001,Total Property,7. Total Property Stolen & Recovered,43.0,106,5314436.0,11604547
Daman & Diu,2001,Total Property,7. Total Property Stolen & Recovered,21.0,94,2323494.0,14151158
Delhi,2001,Total Property,7. Total Property Stolen & Recovered,5893.0,25170,218254594.0,2127553393
Goa,2001,Total Property,7. Total Property Stolen & Recovered,289.0,1004,9521526.0,239891783
Gujarat,2001,Total Property,7. Total Property Stolen & Recovered,7385.0,24410,227693256.0,1149816876
Haryana,2001,Total Property,7. Total Property Stolen & Recovered,5103.0,10536,257829983.0,404891438
Himachal Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,367.0,1573,24625652.0,59011695
Jammu & Kashmir,2001,Total Property,7. Total Property Stolen & Recovered,833.0,3531,33575768.0,100502822
Jharkhand,2001,Total Property,7. Total Property Stolen & Recovered,1411.0,5764,14052425.0,126668437
Karnataka,2001,Total Property,7. Total Property Stolen & Recovered,6652.0,21039,218531303.0,583882867
Kerala,2001,Total Property,7. Total Property Stolen & Recovered,3320.0,10442,99493533.0,433136856
Lakshadweep,2001,Total Property,7. Total Property Stolen & Recovered,5.0,12,35400.0,109290
Madhya Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,11779.0,37554,203882247.0,501301044
Maharashtra,2001,Total Property,7. Total Property Stolen & Recovered,20787.0,60173,856697065.0,4001169316
Manipur,2001,Total Property,7. Total Property Stolen & Recovered,47.0,455,3658556.0,31017310
Meghalaya,2001,Total Property,7. Total Property Stolen & Recovered,191.0,713,3662712.0,13868800
Mizoram,2001,Total Property,7. Total Property Stolen & Recovered,866.0,1516,10038622.0,18857452
Nagaland,2001,Total Property,7. Total Property Stolen & Recovered,120.0,463,6805838.0,81016077
Odisha,2001,Total Property,7. Total Property Stolen & Recovered,5068.0,10167,52527851.0,220741872
Puducherry,2001,Total Property,7. Total Property Stolen & Recovered,303.0,651,4421759.0,10439367
Punjab,2001,Total Property,7. Total Property Stolen & Recovered,3045.0,5950,225006524.0,465830826
Rajasthan,2001,Total Property,7. Total Property Stolen & Recovered,7854.0,25326,358218186.0,582726219
Sikkim,2001,Total Property,7. Total Property Stolen & Recovered,40.0,129,1158845.0,3351263
Tamil Nadu,2001,Total Property,7. Total Property Stolen & Recovered,17295.0,24606,333439558.0,735013778
Tripura,2001,Total Property,7. Total Property Stolen & Recovered,130.0,579,724170.0,13759600
Uttar Pradesh,2001,Total Property,7. Total Property Stolen & Recovered,9376.0,36711,846220887.0,1485857593
Uttarakhand,2001,Total Property,7. Total Property Stolen & Recovered,549.0,2346,15855404.0,84480844
West Bengal,2001,Total Property,7. Total Property Stolen & Recovered,4359.0,18204,111594745.0,427887883
Andaman & Nicobar Islands,2002,Total Property,7. Total Property Stolen & Recovered,37.0,110,666759.0,1842721
Andhra Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,14067.0,28340,216606581.0,550010981
Arunachal Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,295.0,819,14786088.0,39483510
Assam,2002,Total Property,7. Total Property Stolen & Recovered,2258.0,10269,29712976.0,139977748
Bihar,2002,Total Property,7. Total Property Stolen & Recovered,3217.0,19333,47271522.0,254239400
Chandigarh,2002,Total Property,7. Total Property Stolen & Recovered,604.0,2055,23029062.0,71383551
Chhattisgarh,2002,Total Property,7. Total Property Stolen & Recovered,3068.0,8687,40621866.0,173008693
Dadra & Nagar Haveli,2002,Total Property,7. Total Property Stolen & Recovered,69.0,132,6083651.0,14931390
Daman & Diu,2002,Total Property,7. Total Property Stolen & Recovered,44.0,130,5347636.0,16411977
Delhi,2002,Total Property,7. Total Property Stolen & Recovered,8250.0,22681,100376887.0,1968908241
Goa,2002,Total Property,7. Total Property Stolen & Recovered,220.0,951,9847158.0,70067569
Gujarat,2002,Total Property,7. Total Property Stolen & Recovered,7433.0,24958,199710393.0,5415280620
Haryana,2002,Total Property,7. Total Property Stolen & Recovered,5230.0,10266,277900567.0,426332721
Himachal Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,372.0,1350,22929845.0,130545075
Jammu & Kashmir,2002,Total Property,7. Total Property Stolen & Recovered,1059.0,3637,35295212.0,102159196
Jharkhand,2002,Total Property,7. Total Property Stolen & Recovered,1743.0,7668,25211240.0,155701111
Karnataka,2002,Total Property,7. Total Property Stolen & Recovered,7397.0,22219,264284974.0,638855643
Kerala,2002,Total Property,7. Total Property Stolen & Recovered,3386.0,11246,117814390.0,631615977
Lakshadweep,2002,Total Property,7. Total Property Stolen & Recovered,7.0,21,85295.0,209735
Madhya Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,13122.0,37451,226088417.0,576014559
Maharashtra,2002,Total Property,7. Total Property Stolen & Recovered,19944.0,57544,1300723470.0,9816576492
Manipur,2002,Total Property,7. Total Property Stolen & Recovered,28.0,429,1814255.0,23206932
Meghalaya,2002,Total Property,7. Total Property Stolen & Recovered,158.0,758,5095486.0,17988692
Mizoram,2002,Total Property,7. Total Property Stolen & Recovered,961.0,1499,9221035.0,32811874
Nagaland,2002,Total Property,7. Total Property Stolen & Recovered,216.0,529,5752775.0,27644441
Odisha,2002,Total Property,7. Total Property Stolen & Recovered,4014.0,9287,76089944.0,212601484
Puducherry,2002,Total Property,7. Total Property Stolen & Recovered,255.0,675,4897427.0,13995944
Punjab,2002,Total Property,7. Total Property Stolen & Recovered,3498.0,6038,330784701.0,563501865
Rajasthan,2002,Total Property,7. Total Property Stolen & Recovered,6745.0,22730,338610258.0,570166500
Sikkim,2002,Total Property,7. Total Property Stolen & Recovered,29.0,118,398485.0,836030
Tamil Nadu,2002,Total Property,7. Total Property Stolen & Recovered,19263.0,25825,391752230.0,695528915
Tripura,2002,Total Property,7. Total Property Stolen & Recovered,123.0,619,1443478.0,30801738
Uttar Pradesh,2002,Total Property,7. Total Property Stolen & Recovered,8642.0,27826,486575305.0,782197250
Uttarakhand,2002,Total Property,7. Total Property Stolen & Recovered,623.0,1939,16294408.0,51953575
West Bengal,2002,Total Property,7. Total Property Stolen & Recovered,4274.0,19012,141080560.0,455513698
Andaman & Nicobar Islands,2003,Total Property,7. Total Property Stolen & Recovered,40.0,128,1001787.0,3183650
Andhra Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,14975.0,33315,268491192.0,660684437
Arunachal Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,265.0,776,17151100.0,44089224
Assam,2003,Total Property,7. Total Property Stolen & Recovered,2272.0,10298,51941294.0,182583864
Bihar,2003,Total Property,7. Total Property Stolen & Recovered,2976.0,19211,41222925.0,275325321
Chandigarh,2003,Total Property,7. Total Property Stolen & Recovered,775.0,1578,27951461.0,63722359
Chhattisgarh,2003,Total Property,7. Total Property Stolen & Recovered,2757.0,8592,42417804.0,146930510
Dadra & Nagar Haveli,2003,Total Property,7. Total Property Stolen & Recovered,58.0,132,6909142.0,74116906
Daman & Diu,2003,Total Property,7. Total Property Stolen & Recovered,32.0,107,7758679.0,18174225
Delhi,2003,Total Property,7. Total Property Stolen & Recovered,7847.0,20953,76625398.0,1938163132
Goa,2003,Total Property,7. Total Property Stolen & Recovered,325.0,847,8566930.0,275404206
Gujarat,2003,Total Property,7. Total Property Stolen & Recovered,8716.0,29407,308623233.0,3241929941
Haryana,2003,Total Property,7. Total Property Stolen & Recovered,5541.0,10024,335546082.0,491144301
Himachal Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,406.0,1392,26443221.0,71797484
Jammu & Kashmir,2003,Total Property,7. Total Property Stolen & Recovered,1143.0,3768,57110184.0,130153108
Jharkhand,2003,Total Property,7. Total Property Stolen & Recovered,1827.0,7211,29646414.0,144100978
Karnataka,2003,Total Property,7. Total Property Stolen & Recovered,6708.0,22463,218541891.0,700067515
Kerala,2003,Total Property,7. Total Property Stolen & Recovered,3349.0,9843,125595872.0,570632818
Lakshadweep,2003,Total Property,7. Total Property Stolen & Recovered,3.0,14,96650.0,178650
Madhya Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,12178.0,35947,235335412.0,600151731
Maharashtra,2003,Total Property,7. Total Property Stolen & Recovered,20159.0,57118,749453074.0,3874559515
Manipur,2003,Total Property,7. Total Property Stolen & Recovered,29.0,423,2323464.0,17190467
Meghalaya,2003,Total Property,7. Total Property Stolen & Recovered,103.0,728,2537849.0,268521456
Mizoram,2003,Total Property,7. Total Property Stolen & Recovered,1348.0,2063,11824395.0,18953062
Nagaland,2003,Total Property,7. Total Property Stolen & Recovered,163.0,437,4032287.0,9666617
Odisha,2003,Total Property,7. Total Property Stolen & Recovered,4607.0,9462,73064104.0,187440215
Puducherry,2003,Total Property,7. Total Property Stolen & Recovered,288.0,720,5686424.0,20367570
Punjab,2003,Total Property,7. Total Property Stolen & Recovered,3895.0,6806,392322250.0,727447197
Rajasthan,2003,Total Property,7. Total Property Stolen & Recovered,6845.0,23652,319666328.0,617440643
Sikkim,2003,Total Property,7. Total Property Stolen & Recovered,30.0,127,1270754.0,8579505
Tamil Nadu,2003,Total Property,7. Total Property Stolen & Recovered,18758.0,24082,368499696.0,539833082
Tripura,2003,Total Property,7. Total Property Stolen & Recovered,108.0,576,2965911.0,14532819
Uttar Pradesh,2003,Total Property,7. Total Property Stolen & Recovered,6363.0,18012,506787481.0,805220837
Uttarakhand,2003,Total Property,7. Total Property Stolen & Recovered,672.0,1948,16482052.0,51537513
West Bengal,2003,Total Property,7. Total Property Stolen & Recovered,4340.0,15618,132050530.0,556555474
Andaman & Nicobar Islands,2004,Total Property,7. Total Property Stolen & Recovered,95.0,175,3070433.0,5083318
Andhra Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,15744.0,32463,282645926.0,776046128
Arunachal Pradesh,2004,Total Property,7. Total Property Stolen & Recovered,182.0,730,6137283.0,27988747
Assam,2004,Total Property,7. Total Property Stolen & Recovered,2264.0,10575,34821706.0,205124349
