Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Tamil Nadu,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,6.0,104,110
Uttarakhand,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,15,15
West Bengal,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,139,139
Andhra Pradesh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,233,233
Arunachal Pradesh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Assam,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,68,69
Bihar,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,887,887
Chandigarh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,8,8
Chhattisgarh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,13,13
Daman & Diu,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Gujarat,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,60,60
Haryana,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,79,81
Himachal Pradesh,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Jammu & Kashmir,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,17,17
Jharkhand,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,63,63
Karnataka,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,99,99
Maharashtra,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,5.0,154,159
Meghalaya,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Nagaland,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Odisha,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,71,71
Punjab,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,72,72
Tamil Nadu,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,118,120
Uttarakhand,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,11,13
West Bengal,2003,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,112,112
Andhra Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,242,242
Arunachal Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Assam,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,4.0,67,71
Bihar,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,650,650
Chandigarh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Chhattisgarh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,20,22
Gujarat,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,65,65
Haryana,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,79,82
Himachal Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Jharkhand,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,60,63
Karnataka,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,126,126
Maharashtra,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,174,174
Manipur,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Meghalaya,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Mizoram,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,9.0,1,10
Nagaland,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,20,21
Odisha,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,34,34
Punjab,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,47.0,41,88
Tamil Nadu,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,153,156
Uttar Pradesh,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,658,658
West Bengal,2004,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,138,138
Andhra Pradesh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,271,271
Arunachal Pradesh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Assam,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,103,103
Bihar,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,800,800
Chandigarh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Chhattisgarh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,7.0,22,29
Gujarat,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,71,71
Haryana,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,72,72
Himachal Pradesh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,8,8
Jammu & Kashmir,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,8,8
Jharkhand,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,7.0,364,371
Karnataka,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,176,176
Maharashtra,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,141,143
Manipur,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Meghalaya,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Mizoram,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Nagaland,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,76,76
Odisha,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,49,49
Punjab,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,42,42
Rajasthan,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,176,177
Tamil Nadu,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,7.0,133,140
Uttar Pradesh,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,450,450
West Bengal,2005,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,151,151
Andhra Pradesh,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,283,283
Arunachal Pradesh,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3,3
Assam,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,114,114
Bihar,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,51.0,1109,1160
Chandigarh,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Chhattisgarh,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,5.0,10,15
Gujarat,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,35,36
Himachal Pradesh,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3,3
Jammu & Kashmir,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,18,18
Jharkhand,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,218,219
Karnataka,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,117,117
Maharashtra,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,154,154
Manipur,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Meghalaya,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,5,5
Mizoram,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,10,10
Nagaland,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,4,5
Odisha,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,90,90
Tamil Nadu,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,8.0,126,134
Uttar Pradesh,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,527,527
West Bengal,2006,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,259,259
Andhra Pradesh,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,287,287
Arunachal Pradesh,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Assam,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,219,219
Bihar,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,989,989
Chandigarh,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Chhattisgarh,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,7.0,12,19
Daman & Diu,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3,3
Gujarat,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,44,44
Haryana,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,82,82
Himachal Pradesh,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,10,10
Jammu & Kashmir,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,66,66
Jharkhand,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,4.0,281,285
Karnataka,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,159,159
Madhya Pradesh,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,163,163
Maharashtra,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,104,104
Manipur,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Meghalaya,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Mizoram,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,6,6
Nagaland,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,15,15
Odisha,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,52,52
Rajasthan,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,155,155
Tamil Nadu,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,72,72
West Bengal,2007,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,55,55
Andhra Pradesh,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,222,222
Arunachal Pradesh,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Assam,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,92,92
Bihar,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,869,869
Chhattisgarh,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,7.0,44,51
Gujarat,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,58,59
Haryana,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,105,105
Himachal Pradesh,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,6,6
Jammu & Kashmir,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,19,19
Jharkhand,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,15.0,137,152
Karnataka,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,18.0,142,160
Maharashtra,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,183,185
Manipur,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Meghalaya,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3,3
Mizoram,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,0,3
Nagaland,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,5,8
Odisha,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,57,57
Tamil Nadu,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,63,64
West Bengal,2008,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,107,107
Andhra Pradesh,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,242,242
Arunachal Pradesh,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Assam,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,71,71
Bihar,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,780,780
Chandigarh,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Chhattisgarh,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,5.0,19,24
Gujarat,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,46,46
Haryana,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,94,94
Himachal Pradesh,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3,3
Jammu & Kashmir,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,14,14
Jharkhand,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,262,263
Karnataka,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,156,158
Madhya Pradesh,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,151,151
Maharashtra,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,100,100
Manipur,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,1,1
Meghalaya,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Nagaland,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,6.0,14,20
Odisha,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,46,46
Tamil Nadu,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,134,134
Tripura,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,18,18
West Bengal,2009,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,67,68
Andhra Pradesh,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,337,337
Arunachal Pradesh,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Assam,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,85,85
Chandigarh,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Chhattisgarh,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,23.0,92,115
Goa,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,2,3
Gujarat,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,37,37
Himachal Pradesh,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3,3
Jammu & Kashmir,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,23,23
Jharkhand,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,197,197
Karnataka,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,113,115
Kerala,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,30,30
Maharashtra,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,182,183
Manipur,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Meghalaya,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,5,5
Mizoram,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Nagaland,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,5.0,12,17
Odisha,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,63,63
Tamil Nadu,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,114,117
Uttar Pradesh,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,766,766
West Bengal,2010,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,6.0,72,78
Andhra Pradesh,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,478,480
Arunachal Pradesh,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,9,9
Assam,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,20.0,390,410
Bihar,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,995,995
Chandigarh,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,15,15
Chhattisgarh,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,22.0,66,88
Delhi,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,327.0,1281,1608
Gujarat,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,311,317
Haryana,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,6.0,250,256
Himachal Pradesh,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,40,40
Jammu & Kashmir,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,251,251
Jharkhand,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,180,181
Karnataka,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,274,275
Kerala,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,62,62
Maharashtra,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,33.0,515,548
Meghalaya,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,2,3
Mizoram,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,5,5
Nagaland,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,1,3
Odisha,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,344,344
Sikkim,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,2,3
Tamil Nadu,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,16.0,333,349
Uttar Pradesh,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,12.0,2221,2233
Uttarakhand,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,112,117
West Bengal,2001,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,338,338
Andaman & Nicobar Islands,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2,2
Andhra Pradesh,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,616,616
Assam,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,22.0,349,371
Bihar,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,958,961
Chandigarh,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,21,21
Chhattisgarh,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,49.0,153,202
Daman & Diu,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2,2
Delhi,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,112,112
Gujarat,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,336,336
Haryana,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,311,313
Himachal Pradesh,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,40,41
Jammu & Kashmir,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,269,269
Jharkhand,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,21.0,237,258
Karnataka,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,261,261
Madhya Pradesh,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,653,653
Maharashtra,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,713,715
Meghalaya,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,7,7
Mizoram,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,2,3
Nagaland,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,2,4
Odisha,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,320,320
Punjab,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,153,153
Rajasthan,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,1061,1066
Sikkim,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,6,8
Tamil Nadu,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,20.0,519,539
West Bengal,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,580,580
Andhra Pradesh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,507,507
Arunachal Pradesh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1,1
Assam,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,20.0,472,492
Bihar,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1219,1219
Chandigarh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,19,19
Chhattisgarh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,100,100
Daman & Diu,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2,2
Gujarat,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,477,479
Haryana,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,318,320
Himachal Pradesh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,58,59
Jammu & Kashmir,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,170,170
Jharkhand,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,227,229
Karnataka,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,248,248
Maharashtra,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,9.0,555,564
Meghalaya,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,5,5
Mizoram,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,2,3
Nagaland,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,6,6
Odisha,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,379,379
Punjab,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,170,170
Rajasthan,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,991,992
Tamil Nadu,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,20.0,399,419
Uttarakhand,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,50,54
West Bengal,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,471,471
Andhra Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,713,713
Arunachal Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2,2
Assam,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,28.0,475,503
Bihar,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1101,1101
Chandigarh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,22,22
Chhattisgarh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,12.0,259,271
Daman & Diu,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3,3
Gujarat,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,521,524
Haryana,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,286,289
Himachal Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,44,44
Jharkhand,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,225,229
Karnataka,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,272,272
Maharashtra,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,616,618
Manipur,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2,2
Meghalaya,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3,3
Mizoram,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,9.0,1,10
Nagaland,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,29,31
Odisha,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,349,349
Punjab,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,96.0,156,252
Rajasthan,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,843,843
Tamil Nadu,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,423,428
Uttar Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,2116,2117
West Bengal,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,495,497
Andhra Pradesh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,688,688
Arunachal Pradesh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,13,13
Assam,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,42.0,525,567
Bihar,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1241,1241
Chandigarh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,14,14
Chhattisgarh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,24.0,79,103
Gujarat,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,435,438
Haryana,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,215,215
Himachal Pradesh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,62,62
Jammu & Kashmir,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,227,227
Jharkhand,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,15.0,450,465
Karnataka,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,395,395
Maharashtra,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,555,558
Manipur,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,4,4
